intersection_cluster,lat,lon,distance_group,accident_count
1262,45.3535709,-75.6473752,100–150m,0
1270,45.33486829999998,-75.7242458,150–200m,0
1272,45.33464229999999,-75.7239112,150–200m,0
1273,45.334615499999984,-75.72421010000001,150–200m,0
1303,45.2708617,-75.7052157,50–100m,0
1304,45.27067149999998,-75.7049967,50–100m,0
1305,45.28073169999999,-75.6672793,50–100m,0
1306,45.2807655,-75.6669347,50–100m,0
1307,45.28047609999999,-75.66693010000002,50–100m,0
1308,45.2804622,-75.6672858,50–100m,0
1318,45.38253209999999,-75.6708708,150–200m,0
1328,45.3482104,-75.8037273,150–200m,0
1330,45.39986774999999,-75.62168245000001,100–150m,0
1331,45.39987359999999,-75.6214014,150–200m,0
1348,45.437915699999984,-75.6026958,100–150m,0
1349,45.43767949999999,-75.6026839,150–200m,0
1350,45.41986149999999,-75.70629060000002,100–150m,0
1351,45.32530034999998,-75.8350054,50–100m,0
1352,45.32532214999999,-75.83529195,50–100m,0
1362,45.425325566666665,-75.6940199,50–100m,0
1363,45.42558924999999,-75.69337065,50–100m,0
1364,45.4254018,-75.6933327,50–100m,0
1373,45.26908959999999,-75.7000365,50–100m,0
1374,45.269488300000006,-75.7000117,150–200m,0
1375,45.26925909999999,-75.7002514,50–100m,0
1376,45.27240129999999,-75.7099919,50–100m,0
1378,45.2726201,-75.7100114,50–100m,0
1403,45.4289987,-75.63850883333333,150–200m,0
1404,45.429164,-75.6386609,150–200m,0
1423,45.4384401,-75.6965173,150–200m,0
1425,45.43858929999998,-75.696256,150–200m,0
1428,45.35659899999999,-75.7510961,150–200m,0
1430,45.4156161,-75.6710329,150–200m,0
1438,45.3423207,-75.7627552,100–150m,0
1447,45.4758845,-75.5157512,150–200m,0
1457,45.42491219999999,-75.694746,50–100m,0
1462,45.40881009999999,-75.7101399,50–100m,0
1463,45.3781942,-75.6732778,100–150m,0
1472,45.26877734999999,-75.73466015000001,50–100m,0
1478,45.39201299999999,-75.7238512,100–150m,0
1480,45.41995719999999,-75.7058424,150–200m,0
1484,45.30386099999999,-75.8770035,50–100m,0
1485,45.3039027,-75.8765596,50–100m,0
1486,45.30423009999999,-75.876495,50–100m,0
1487,45.30423849999999,-75.8769553,50–100m,0
1492,45.4161719,-75.7145312,150–200m,0
1493,45.4164749,-75.7144669,100–150m,0
1494,45.4164546,-75.7148594,100–150m,0
1495,45.41614009999999,-75.7148824,150–200m,0
1496,45.4241266,-75.6375655,150–200m,0
1497,45.4240915,-75.6371371,150–200m,0
1498,45.42438870000001,-75.6375153,150–200m,0
1499,45.42433969999999,-75.6371141,100–150m,0
1507,45.443785,-75.639262,150–200m,0
1508,45.4437816,-75.6389609,150–200m,0
1509,45.44353809999999,-75.6389359,150–200m,0
1510,45.44355139999998,-75.6392299,150–200m,0
1513,45.41661739999999,-75.6026562,50–100m,0
1514,45.41660509999999,-75.6023016,50–100m,0
1523,45.477806,-75.5127384,150–200m,0
1524,45.47749409999999,-75.51260635,150–200m,0
1525,45.47781739999999,-75.5124738,150–200m,0
1526,45.41141004999999,-75.6839751,100–150m,0
1527,45.41120899999999,-75.68413215000001,100–150m,0
1537,45.40379149999998,-75.7133052,150–200m,0
1538,45.42900739999999,-75.6396838,150–200m,0
1552,45.3549553,-75.9325241,50–100m,0
1555,45.35522299999998,-75.9326458,50–100m,0
1560,45.32890950000001,-75.6517335,150–200m,0
1579,45.37707,-75.7331487,150–200m,0
1593,45.44649879999999,-75.6149538,50–100m,0
1594,45.4462551,-75.614994,50–100m,0
1595,45.44642199999999,-75.61532750000002,150–200m,0
1607,45.42013589999999,-75.705882,150–200m,0
1616,45.41923969999999,-75.7076149,150–200m,0
1617,45.41943429999999,-75.7075378,100–150m,0
1618,45.42747829999999,-75.6948643,100–150m,0
1623,45.3702839,-75.6631213,150–200m,0
1624,45.3702364,-75.6635031,150–200m,0
1626,45.37054679999999,-75.6630967,150–200m,0
1627,45.386847799999984,-75.732815,50–100m,0
1635,45.3482888,-75.7874112,100–150m,0
1646,45.35813109999998,-75.7946278,150–200m,0
1647,45.357793,-75.7946091,150–200m,0
1648,45.35822799999999,-75.7944066,150–200m,0
1649,45.3578375,-75.7943514,150–200m,0
1650,45.3478149,-75.7890236,50–100m,0
1651,45.3474035,-75.7886513,50–100m,0
1657,45.36824249999999,-75.7010904,150–200m,0
1658,45.3682652,-75.7013788,100–150m,0
1659,45.36851469999999,-75.7013099,100–150m,0
1660,45.3684936,-75.7010201,100–150m,0
