intersection_cluster,geometry,lat,lon,nearest_node,lat_rounded,lon_rounded,accident_count
130,POINT (-75.79123635 45.361838199999994),45.361838199999994,-75.79123635,899961841,45.3618382,-75.7912364,34
133,POINT (-75.7724777 45.373307399999995),45.373307399999995,-75.7724777,899964026,45.3733074,-75.7724777,20
134,POINT (-75.7540388 45.36947979999999),45.36947979999999,-75.7540388,899964435,45.3694798,-75.7540388,116
139,POINT (-75.7615731 45.340748699999985),45.340748699999985,-75.7615731,899970826,45.3407487,-75.7615731,7
145,POINT (-75.7727577 45.36912084999999),45.36912084999999,-75.7727577,899964096,45.3691208,-75.7727577,116
146,POINT (-75.7911009 45.3518072),45.3518072,-75.7911009,899983229,45.3518072,-75.7911009,46
147,POINT (-75.7534906 45.3684768),45.3684768,-75.7534906,899985157,45.3684768,-75.7534906,47
149,POINT (-75.7872084 45.34812429999999),45.34812429999999,-75.7872084,899970292,45.3481243,-75.7872084,12
150,POINT (-75.87480055 45.300565549999995),45.300565549999995,-75.87480055,899989259,45.3005655,-75.8748006,36
163,POINT (-75.7432079 45.382199499999984),45.382199499999984,-75.7432079,900984958,45.3821995,-75.7432079,44
164,POINT (-75.7374391 45.3800208),45.3800208,-75.7374391,900985189,45.3800208,-75.7374391,29
166,POINT (-75.7333462 45.38758429999999),45.38758429999999,-75.7333462,900990844,45.3875843,-75.7333462,3
167,POINT (-75.73332100000002 45.37865419999999),45.37865419999999,-75.73332100000002,900987565,45.3786542,-75.733321,35
168,POINT (-75.7384408 45.381625799999995),45.381625799999995,-75.7384408,900987992,45.3816258,-75.7384408,15
171,POINT (-75.7493231 45.37779789999998),45.37779789999998,-75.7493231,900989078,45.3777979,-75.7493231,10
172,POINT (-75.74317 45.38145899999999),45.38145899999999,-75.74317,900989958,45.381459,-75.74317,104
173,POINT (-75.7264921 45.38915360000001),45.38915360000001,-75.7264921,900993609,45.3891536,-75.7264921,117
178,POINT (-75.7531866 45.39112449999999),45.39112449999999,-75.7531866,901015749,45.3911245,-75.7531866,14
179,POINT (-75.7584829 45.38977719999999),45.38977719999999,-75.7584829,901016740,45.3897772,-75.7584829,23
180,POINT (-75.756913 45.39062989999999),45.39062989999999,-75.756913,901017308,45.3906299,-75.756913,37
183,POINT (-75.7562782 45.390085599999985),45.390085599999985,-75.7562782,901019221,45.3900856,-75.7562782,30
185,POINT (-75.753778 45.392137099999985),45.392137099999985,-75.753778,901019801,45.3921371,-75.753778,65
186,POINT (-75.7508866 45.39345659999999),45.39345659999999,-75.7508866,901021732,45.3934566,-75.7508866,28
187,POINT (-75.6968862 45.42224549999999),45.42224549999999,-75.6968862,901044760,45.4222455,-75.6968862,33
188,POINT (-75.6920736 45.40949229999998),45.40949229999998,-75.6920736,901044850,45.4094923,-75.6920736,122
189,POINT (-75.68842715 45.43189929999999),45.43189929999999,-75.68842715,901053247,45.4318993,-75.6884272,159
190,POINT (-75.6957999 45.41471809999999),45.41471809999999,-75.6957999,901045165,45.4147181,-75.6957999,62
191,POINT (-75.6887463 45.42748849999999),45.42748849999999,-75.6887463,901045173,45.4274885,-75.6887463,180
192,POINT (-75.7006849 45.4170315),45.4170315,-75.7006849,901045371,45.4170315,-75.7006849,51
194,POINT (-75.6944465 45.43276439999999),45.43276439999999,-75.6944465,901045677,45.4327644,-75.6944465,12
197,POINT (-75.6899572 45.426074799999995),45.426074799999995,-75.6899572,901047454,45.4260748,-75.6899572,154
198,POINT (-75.6956698 45.42357960000001),45.42357960000001,-75.6956698,901054683,45.4235796,-75.6956698,64
199,POINT (-75.7057522 45.4114673),45.4114673,-75.7057522,901046187,45.4114673,-75.7057522,88
200,POINT (-75.7012096 45.417655),45.417655,-75.7012096,901046209,45.417655,-75.7012096,45
201,POINT (-75.69433 45.4162123),45.4162123,-75.69433,901046235,45.4162123,-75.69433,63
203,POINT (-75.695498 45.41754419999999),45.41754419999999,-75.695498,901046330,45.4175442,-75.695498,62
204,POINT (-75.6945759 45.419574099999984),45.419574099999984,-75.6945759,901046399,45.4195741,-75.6945759,75
205,POINT (-75.69480745 45.42322869999998),45.42322869999998,-75.69480745,901054683,45.4232287,-75.6948074,64
206,POINT (-75.708224 45.4156998),45.4156998,-75.708224,901046911,45.4156998,-75.708224,78
207,POINT (-75.69377560000001 45.40880099999999),45.40880099999999,-75.69377560000001,901047109,45.408801,-75.6937756,161
208,POINT (-75.6912326 45.4157222),45.4157222,-75.6912326,901047132,45.4157222,-75.6912326,38
210,POINT (-75.7039606 45.42090009999999),45.42090009999999,-75.7039606,901047220,45.4209001,-75.7039606,34
211,POINT (-75.6955857 45.43411299999999),45.43411299999999,-75.6955857,901047359,45.434113,-75.6955857,12
212,POINT (-75.6894464 45.4254851),45.4254851,-75.6894464,901047454,45.4254851,-75.6894464,110
213,POINT (-75.6903157 45.427904099999985),45.427904099999985,-75.6903157,901047464,45.4279041,-75.6903157,65
214,POINT (-75.6988338 45.42140599999998),45.42140599999998,-75.6988338,901047531,45.421406,-75.6988338,41
215,POINT (-75.7013284 45.421161899999994),45.421161899999994,-75.7013284,901054607,45.4211619,-75.7013284,47
216,POINT (-75.7044218 45.41814699999999),45.41814699999999,-75.7044218,901047613,45.418147,-75.7044218,73
221,POINT (-75.6900926 45.431186799999985),45.431186799999985,-75.6900926,901048235,45.4311868,-75.6900926,78
222,POINT (-75.6990653 45.41853239999999),45.41853239999999,-75.6990653,901048316,45.4185324,-75.6990653,52
223,POINT (-75.7077703 45.414938099999986),45.414938099999986,-75.7077703,901048432,45.4149381,-75.7077703,83
224,POINT (-75.6882856 45.42672429999999),45.42672429999999,-75.6882856,901054316,45.4267243,-75.6882856,198
225,POINT (-75.695101 45.42017909999999),45.42017909999999,-75.695101,901048604,45.4201791,-75.695101,67
227,POINT (-75.6965359 45.424026899999994),45.424026899999994,-75.6965359,901048809,45.4240269,-75.6965359,45
228,POINT (-75.7038581 45.4122761),45.4122761,-75.7038581,901049164,45.4122761,-75.7038581,32
229,POINT (-75.6910316 45.412408599999985),45.412408599999985,-75.6910316,901049336,45.4124086,-75.6910316,41
230,POINT (-75.6974019 45.422849),45.422849,-75.6974019,901044760,45.422849,-75.6974019,33
231,POINT (-75.7339404 45.39926219999999),45.39926219999999,-75.7339404,901049506,45.3992622,-75.7339404,18
233,POINT (-75.7265984 45.4020412),45.4020412,-75.7265984,901049779,45.4020412,-75.7265984,30
234,POINT (-75.7467117 45.39523259999999),45.39523259999999,-75.7467117,901049985,45.3952326,-75.7467117,42
235,POINT (-75.7117413 45.41146509999999),45.41146509999999,-75.7117413,901050064,45.4114651,-75.7117413,10
237,POINT (-75.7017497 45.4149575),45.4149575,-75.7017497,901050156,45.4149575,-75.7017497,24
238,POINT (-75.6920002 45.41982404999999),45.41982404999999,-75.6920002,901050337,45.419824,-75.6920002,38
239,POINT (-75.7246497 45.3933698),45.3933698,-75.7246497,901050579,45.3933698,-75.7246497,25
240,POINT (-75.6923573 45.417017999999985),45.417017999999985,-75.6923573,901050623,45.417018,-75.6923573,55
241,POINT (-75.6922767 45.4302483),45.4302483,-75.6922767,901050668,45.4302483,-75.6922767,111
242,POINT (-75.6969696 45.4285597),45.4285597,-75.6969696,901050923,45.4285597,-75.6969696,80
243,POINT (-75.70277760000002 45.4161723),45.4161723,-75.70277760000002,901050938,45.4161723,-75.7027776,53
244,POINT (-75.6970684 45.41937019999998),45.41937019999998,-75.6970684,901050945,45.4193702,-75.6970684,46
245,POINT (-75.7049648 45.418764299999985),45.418764299999985,-75.7049648,901051050,45.4187643,-75.7049648,49
246,POINT (-75.691792 45.4163671),45.4163671,-75.691792,901051064,45.4163671,-75.691792,44
247,POINT (-75.7326955 45.4067203),45.4067203,-75.7326955,901051135,45.4067203,-75.7326955,11
249,POINT (-75.7075189 45.41070419999999),45.41070419999999,-75.7075189,901051233,45.4107042,-75.7075189,28
250,POINT (-75.6956377 45.42701609999998),45.42701609999998,-75.6956377,901065091,45.4270161,-75.6956377,19
252,POINT (-75.7023826 45.41902659999999),45.41902659999999,-75.7023826,901051485,45.4190266,-75.7023826,76
253,POINT (-75.6945871 45.43011709999998),45.43011709999998,-75.6945871,901051550,45.4301171,-75.6945871,47
254,POINT (-75.6909416 45.41852159999998),45.41852159999998,-75.6909416,901051722,45.4185216,-75.6909416,67
255,POINT (-75.6880815 45.428716299999984),45.428716299999984,-75.6880815,901051758,45.4287163,-75.6880815,91
256,POINT (-75.6985518 45.41447499999999),45.41447499999999,-75.6985518,901051796,45.414475,-75.6985518,66
257,POINT (-75.6891033 45.42644319999999),45.42644319999999,-75.6891033,901051975,45.4264432,-75.6891033,260
258,POINT (-75.6989751 45.411653799999996),45.411653799999996,-75.6989751,901052162,45.4116538,-75.6989751,11
259,POINT (-75.7072165 45.4039501),45.4039501,-75.7072165,901052295,45.4039501,-75.7072165,88
260,POINT (-75.6876049 45.41464789999999),45.41464789999999,-75.6876049,901052479,45.4146479,-75.6876049,42
261,POINT (-75.7262247 45.39601659999999),45.39601659999999,-75.7262247,901052539,45.3960166,-75.7262247,34
262,POINT (-75.6965578 45.4292748),45.4292748,-75.6965578,901052605,45.4292748,-75.6965578,85
263,POINT (-75.6889524 45.43251244999999),45.43251244999999,-75.6889524,901052794,45.4325124,-75.6889524,157
264,POINT (-75.7018846 45.418434799999986),45.418434799999986,-75.7018846,901052854,45.4184348,-75.7018846,60
265,POINT (-75.6963601 45.42163829999999),45.42163829999999,-75.6963601,901053064,45.4216383,-75.6963601,48
267,POINT (-75.7282912 45.39941859999998),45.39941859999998,-75.7282912,901053071,45.3994186,-75.7282912,31
268,POINT (-75.7119968 45.409041599999995),45.409041599999995,-75.7119968,901053828,45.4090416,-75.7119968,25
269,POINT (-75.7082797 45.402894599999996),45.402894599999996,-75.7082797,901053960,45.4028946,-75.7082797,47
270,POINT (-75.7250731 45.403335899999995),45.403335899999995,-75.7250731,901054182,45.4033359,-75.7250731,27
271,POINT (-75.7298569 45.40198449999999),45.40198449999999,-75.7298569,901054196,45.4019845,-75.7298569,40
272,POINT (-75.700516 45.402443399999996),45.402443399999996,-75.700516,901054376,45.4024434,-75.700516,114
273,POINT (-75.69745100000002 45.41316969999999),45.41316969999999,-75.69745100000002,901054525,45.4131697,-75.697451,37
274,POINT (-75.7007992 45.42055719999998),45.42055719999998,-75.7007992,901054607,45.4205572,-75.7007992,47
275,POINT (-75.7126442 45.41293459999998),45.41293459999998,-75.7126442,901054621,45.4129346,-75.7126442,94
276,POINT (-75.694272 45.4094129),45.4094129,-75.694272,901054822,45.4094129,-75.694272,154
277,POINT (-75.6935196 45.41835699999999),45.41835699999999,-75.6935196,901054942,45.418357,-75.6935196,44
278,POINT (-75.6877346 45.42342289999999),45.42342289999999,-75.6877346,4191998370,45.4234229,-75.6877346,190
280,POINT (-75.7025599 45.4059662),45.4059662,-75.7025599,901055165,45.4059662,-75.7025599,162
282,POINT (-75.7036745 45.40788909999998),45.40788909999998,-75.7036745,901055288,45.4078891,-75.7036745,87
283,POINT (-75.6997545 45.419356199999996),45.419356199999996,-75.6997545,901055303,45.4193562,-75.6997545,61
284,POINT (-75.7059895 45.41747639999998),45.41747639999998,-75.7059895,901055667,45.4174764,-75.7059895,56
285,POINT (-75.6993525 45.422003999999994),45.422003999999994,-75.6993525,901047531,45.422004,-75.6993525,53
286,POINT (-75.68744755 45.41136429999999),45.41136429999999,-75.68744755,901055766,45.4113643,-75.6874476,170
287,POINT (-75.6908363 45.407331799999994),45.407331799999994,-75.6908363,901055798,45.4073318,-75.6908363,44
288,POINT (-75.690194 45.4114425),45.4114425,-75.690194,901055958,45.4114425,-75.690194,28
289,POINT (-75.6896551 45.427104599999986),45.427104599999986,-75.6896551,901056058,45.4271046,-75.6896551,145
290,POINT (-75.6958388 45.4079391),45.4079391,-75.6958388,901056119,45.4079391,-75.6958388,41
291,POINT (-75.71055590000002 45.40948969999999),45.40948969999999,-75.71055590000002,901056211,45.4094897,-75.7105559,54
293,POINT (-75.696364 45.41536899999999),45.41536899999999,-75.696364,901056365,45.415369,-75.696364,65
294,POINT (-75.6932062 45.41491639999999),45.41491639999999,-75.6932062,901056580,45.4149164,-75.6932062,50
295,POINT (-75.6891698 45.404391499999996),45.404391499999996,-75.6891698,901056653,45.4043915,-75.6891698,50
296,POINT (-75.7065247 45.4180982),45.4180982,-75.7065247,901056725,45.4180982,-75.7065247,49
298,POINT (-75.68753720000001 45.42801669999999),45.42801669999999,-75.68753720000001,901057158,45.4280167,-75.6875372,103
300,POINT (-75.7048224 45.41615639999999),45.41615639999999,-75.7048224,901057319,45.4161564,-75.7048224,44
302,POINT (-75.696536 45.4187563),45.4187563,-75.696536,901058032,45.4187563,-75.696536,63
303,POINT (-75.6875922 45.401657099999994),45.401657099999994,-75.6875922,901058247,45.4016571,-75.6875922,78
305,POINT (-75.6897942 45.41719519999999),45.41719519999999,-75.6897942,901058562,45.4171952,-75.6897942,48
306,POINT (-75.7238948 45.404551999999995),45.404551999999995,-75.7238948,901058728,45.404552,-75.7238948,31
308,POINT (-75.6978887 45.41038089999998),45.41038089999998,-75.6978887,901058992,45.4103809,-75.6978887,31
309,POINT (-75.7088 45.403747999999986),45.403747999999986,-75.7088,901059026,45.403748,-75.7088,57
310,POINT (-75.72679215 45.396932699999994),45.396932699999994,-75.72679215,901059188,45.3969327,-75.7267922,145
311,POINT (-75.7074086 45.414321499999986),45.414321499999986,-75.7074086,901059250,45.4143215,-75.7074086,36
312,POINT (-75.7002582 45.41994129999999),45.41994129999999,-75.7002582,901059401,45.4199413,-75.7002582,71
315,POINT (-75.6928213 45.43086539999998),45.43086539999998,-75.6928213,901059649,45.4308654,-75.6928213,83
316,POINT (-75.6915052 45.4191891),45.4191891,-75.6915052,901059827,45.4191891,-75.6915052,52
317,POINT (-75.6881439 45.41231169999998),45.41231169999998,-75.6881439,901059858,45.4123117,-75.6881439,13
318,POINT (-75.6958069 45.41125009999998),45.41125009999998,-75.6958069,901059884,45.4112501,-75.6958069,52
319,POINT (-75.6903645 45.417855799999984),45.417855799999984,-75.6903645,901059944,45.4178558,-75.6903645,62
321,POINT (-75.7095214 45.4006239),45.4006239,-75.7095214,901059994,45.4006239,-75.7095214,32
322,POINT (-75.6958572 45.42105029999999),45.42105029999999,-75.6958572,901060023,45.4210503,-75.6958572,44
323,POINT (-75.702913 45.41964839999998),45.41964839999998,-75.702913,901060059,45.4196484,-75.702913,57
324,POINT (-75.6960333 45.428667),45.428667,-75.6960333,901060079,45.428667,-75.6960333,98
325,POINT (-75.6936022 45.41216059999999),45.41216059999999,-75.6936022,901060095,45.4121606,-75.6936022,93
326,POINT (-75.7291265 45.40077169999999),45.40077169999999,-75.7291265,901060341,45.4007717,-75.7291265,91
327,POINT (-75.7319539 45.399742799999984),45.399742799999984,-75.7319539,901060391,45.3997428,-75.7319539,72
329,POINT (-75.6999086 45.42264529999999),45.42264529999999,-75.6999086,901060556,45.4226453,-75.6999086,37
331,POINT (-75.6979537 45.42349479999998),45.42349479999998,-75.6979537,901060821,45.4234948,-75.6979537,25
332,POINT (-75.708726 45.39930519999999),45.39930519999999,-75.708726,901060837,45.3993052,-75.708726,25
333,POINT (-75.700632 45.413609599999994),45.413609599999994,-75.700632,901060892,45.4136096,-75.700632,37
334,POINT (-75.7083748 45.40584899999999),45.40584899999999,-75.7083748,901061006,45.405849,-75.7083748,35
335,POINT (-75.7021985 45.40532625),45.40532625,-75.7021985,901064614,45.4053262,-75.7021985,241
336,POINT (-75.6895885 45.413824),45.413824,-75.6895885,901061192,45.413824,-75.6895885,48
337,POINT (-75.7119389 45.404632),45.404632,-75.7119389,901061376,45.404632,-75.7119389,35
338,POINT (-75.6940632 45.429487399999985),45.429487399999985,-75.6940632,901061530,45.4294874,-75.6940632,59
341,POINT (-75.7067548 45.41319199999998),45.41319199999998,-75.7067548,901061844,45.413192,-75.7067548,22
342,POINT (-75.6915501 45.40857479999999),45.40857479999999,-75.6915501,901061897,45.4085748,-75.6915501,105
343,POINT (-75.68899825 45.429823649999996),45.429823649999996,-75.68899825,901061935,45.4298236,-75.6889982,55
344,POINT (-75.7034146 45.42025429999998),45.42025429999998,-75.7034146,901060059,45.4202543,-75.7034146,53
345,POINT (-75.6952438 45.4140626),45.4140626,-75.6952438,901062272,45.4140626,-75.6952438,38
346,POINT (-75.7054505 45.40711829999999),45.40711829999999,-75.7054505,901062395,45.4071183,-75.7054505,25
347,POINT (-75.6911182 45.428854099999995),45.428854099999995,-75.6911182,901062830,45.4288541,-75.6911182,81
348,POINT (-75.7103335 45.40196559999999),45.40196559999999,-75.7103335,901062848,45.4019656,-75.7103335,48
349,POINT (-75.6983053 45.420796599999996),45.420796599999996,-75.6983053,901063072,45.4207966,-75.6983053,63
351,POINT (-75.6884469 45.41562569999999),45.41562569999999,-75.6884469,901063268,45.4156257,-75.6884469,25
352,POINT (-75.6917394 45.42961309999999),45.42961309999999,-75.6917394,901063288,45.4296131,-75.6917394,114
353,POINT (-75.6985455 45.41792359999999),45.41792359999999,-75.6985455,901063508,45.4179236,-75.6985455,73
354,POINT (-75.69284 45.41084359999999),45.41084359999999,-75.69284,901063607,45.4108436,-75.69284,53
356,POINT (-75.709726 45.40529029999998),45.40529029999998,-75.709726,901063878,45.4052903,-75.709726,41
358,POINT (-75.7054685 45.416897899999995),45.416897899999995,-75.7054685,901064031,45.4168979,-75.7054685,55
360,POINT (-75.7018936 45.42180729999999),45.42180729999999,-75.7018936,901064598,45.4218073,-75.7018936,35
361,POINT (-75.7086887 45.41033939999999),45.41033939999999,-75.7086887,901064634,45.4103394,-75.7086887,43
362,POINT (-75.7085954 45.4163461),45.4163461,-75.7085954,901064676,45.4163461,-75.7085954,68
363,POINT (-75.7336158 45.40825179999999),45.40825179999999,-75.7336158,901064696,45.4082518,-75.7336158,16
364,POINT (-75.6894627 45.4105991),45.4105991,-75.6894627,901064759,45.4105991,-75.6894627,110
365,POINT (-75.6883894 45.403025799999995),45.403025799999995,-75.6883894,901065003,45.4030258,-75.6883894,64
366,POINT (-75.72056610000001 45.406483099999996),45.406483099999996,-75.72056610000001,901065088,45.4064831,-75.7205661,29
367,POINT (-75.703922 45.417559099999984),45.417559099999984,-75.703922,901065111,45.4175591,-75.703922,57
369,POINT (-75.7032886 45.416792699999995),45.416792699999995,-75.7032886,901065329,45.4167927,-75.7032886,70
370,POINT (-75.6895933 45.40515039999999),45.40515039999999,-75.6895933,901065449,45.4051504,-75.6895933,38
371,POINT (-75.6948764 45.42728989999999),45.42728989999999,-75.6948764,901065091,45.4272899,-75.6948764,41
372,POINT (-75.7076985 45.401933899999996),45.401933899999996,-75.7076985,901065559,45.4019339,-75.7076985,12
373,POINT (-75.6977922 45.420204899999995),45.420204899999995,-75.6977922,901065600,45.4202049,-75.6977922,50
374,POINT (-75.7011634 45.4090143),45.4090143,-75.7011634,901065675,45.4090143,-75.7011634,30
375,POINT (-75.6905947 45.431819499999996),45.431819499999996,-75.6905947,901065732,45.4318195,-75.6905947,67
377,POINT (-75.6915546 45.4130116),45.4130116,-75.6915546,901065861,45.4130116,-75.6915546,51
378,POINT (-75.6924121 45.42421129999999),45.42421129999999,-75.6924121,901065897,45.4242113,-75.6924121,56
380,POINT (-75.6975099 45.41670009999999),45.41670009999999,-75.6975099,901066149,45.4167001,-75.6975099,47
381,POINT (-75.6940521 45.42630859999999),45.42630859999999,-75.6940521,901066170,45.4263086,-75.6940521,35
382,POINT (-75.6994303 45.4097361),45.4097361,-75.6994303,901066242,45.4097361,-75.6994303,19
383,POINT (-75.7142058 45.4083824),45.4083824,-75.7142058,901066244,45.4083824,-75.7142058,32
384,POINT (-75.6963024 45.42421139999998),45.42421139999998,-75.6963024,901066423,45.4242114,-75.6963024,47
390,POINT (-75.63374293333332 45.41779899999998),45.41779899999998,-75.63374293333332,1558604896,45.417799,-75.6337429,61
392,POINT (-75.64548245 45.411599249999995),45.411599249999995,-75.64548245,901143860,45.4115992,-75.6454824,50
394,POINT (-75.64340995 45.41410289999999),45.41410289999999,-75.64340995,2194861628,45.4141029,-75.64341,17
397,POINT (-75.64447705 45.4369107),45.4369107,-75.64447705,901151596,45.4369107,-75.6444771,9
398,POINT (-75.64290305 45.434136649999985),45.434136649999985,-75.64290305,901146554,45.4341366,-75.642903,8
400,POINT (-75.6482063 45.43218304285714),45.43218304285714,-75.6482063,901147163,45.432183,-75.6482063,23
401,POINT (-75.63547055000001 45.4247386),45.4247386,-75.63547055000001,901147177,45.4247386,-75.6354706,54
402,POINT (-75.64382865000002 45.43575444999999),45.43575444999999,-75.64382865000002,901151758,45.4357544,-75.6438287,14
403,POINT (-75.65453726000001 45.431718599999996),45.431718599999996,-75.65453726000001,901148049,45.4317186,-75.6545373,53
405,POINT (-75.65054414 45.431996539999986),45.431996539999986,-75.65054414,901148225,45.4319965,-75.6505441,19
409,POINT (-75.63801906666667 45.42563699999999),45.42563699999999,-75.63801906666667,1496556881,45.425637,-75.6380191,78
415,POINT (-75.6842336 45.42689309999999),45.42689309999999,-75.6842336,901205379,45.4268931,-75.6842336,104
416,POINT (-75.6748886 45.4332809),45.4332809,-75.6748886,901205729,45.4332809,-75.6748886,28
418,POINT (-75.68575179999999 45.42876575),45.42876575,-75.68575179999999,901206018,45.4287657,-75.6857518,175
420,POINT (-75.6699744 45.43292499999999),45.43292499999999,-75.6699744,901206767,45.432925,-75.6699744,63
422,POINT (-75.66626918333334 45.430920749999984),45.430920749999984,-75.66626918333334,901207270,45.4309207,-75.6662692,26
423,POINT (-75.6839973 45.42949239999999),45.42949239999999,-75.6839973,901207639,45.4294924,-75.6839973,46
424,POINT (-75.67802370000001 45.427362899999984),45.427362899999984,-75.67802370000001,901207931,45.4273629,-75.6780237,16
426,POINT (-75.680879 45.4307864),45.4307864,-75.680879,901208999,45.4307864,-75.680879,30
427,POINT (-75.67932170000002 45.43143809999999),45.43143809999999,-75.67932170000002,901209211,45.4314381,-75.6793217,26
429,POINT (-75.6762527 45.43271459999999),45.43271459999999,-75.6762527,901209345,45.4327146,-75.6762527,40
431,POINT (-75.6811426 45.42605879999999),45.42605879999999,-75.6811426,901209818,45.4260588,-75.6811426,22
432,POINT (-75.66901610000001 45.43320499999999),45.43320499999999,-75.66901610000001,901209862,45.433205,-75.6690161,68
433,POINT (-75.66400652499998 45.431080224999995),45.431080224999995,-75.66400652499998,901209898,45.4310802,-75.6640065,129
435,POINT (-75.6800805 45.4265024),45.4265024,-75.6800805,901210070,45.4265024,-75.6800805,32
436,POINT (-75.6824384 45.4301457),45.4301457,-75.6824384,901210139,45.4301457,-75.6824384,29
437,POINT (-75.6870332 45.4273482),45.4273482,-75.6870332,901210202,45.4273482,-75.6870332,86
440,POINT (-75.6837078 45.426273499999986),45.426273499999986,-75.6837078,901212065,45.4262735,-75.6837078,51
441,POINT (-75.659777 45.436798599999996),45.436798599999996,-75.659777,901212087,45.4367986,-75.659777,46
442,POINT (-75.6624411 45.435758899999996),45.435758899999996,-75.6624411,901212150,45.4357589,-75.6624411,57
443,POINT (-75.6634148 45.43538649999999),45.43538649999999,-75.6634148,901212304,45.4353865,-75.6634148,74
444,POINT (-75.68526374999999 45.42810345),45.42810345,-75.68526374999999,1419743461,45.4281034,-75.6852637,195
445,POINT (-75.6612852 45.43620729999999),45.43620729999999,-75.6612852,901212724,45.4362073,-75.6612852,42
448,POINT (-75.6801338 45.41271299999999),45.41271299999999,-75.6801338,901214415,45.412713,-75.6801338,150
451,POINT (-75.682756 45.41175139999999),45.41175139999999,-75.682756,901218065,45.4117514,-75.682756,92
453,POINT (-75.6792852 45.41126589999999),45.41126589999999,-75.6792852,901218761,45.4112659,-75.6792852,21
455,POINT (-75.6775327 45.4189787),45.4189787,-75.6775327,901222726,45.4189787,-75.6775327,87
456,POINT (-75.6797741 45.41211419999999),45.41211419999999,-75.6797741,901220974,45.4121142,-75.6797741,72
458,POINT (-75.6855077 45.41225529999999),45.41225529999999,-75.6855077,901221872,45.4122553,-75.6855077,90
459,POINT (-75.6811158 45.414351499999995),45.414351499999995,-75.6811158,901222941,45.4143515,-75.6811158,24
463,POINT (-75.5923375 45.448089899999985),45.448089899999985,-75.5923375,901321306,45.4480899,-75.5923375,14
468,POINT (-75.5848817 45.45101319999999),45.45101319999999,-75.5848817,12537437643,45.4510132,-75.5848817,106
471,POINT (-75.6536026 45.4388933),45.4388933,-75.6536026,901331618,45.4388933,-75.6536026,28
472,POINT (-75.5881267 45.449961599999995),45.449961599999995,-75.5881267,901337591,45.4499616,-75.5881267,70
