intersection_cluster,geometry,lat,lon,nearest_node
1167,POINT (-75.7347824 45.36346164999999),45.36346164999999,-75.7347824,4551104522
1168,POINT (-75.73483395 45.36364775),45.36364775,-75.73483395,4551104523
1175,POINT (-75.8027846 45.35619714999999),45.35619714999999,-75.8027846,899968647
1176,POINT (-75.80821245 45.35359274999999),45.35359274999999,-75.80821245,899958673
1177,POINT (-75.80819425000001 45.35382455),45.35382455,-75.80819425000001,899979737
1181,POINT (-75.6974462 45.42891409999999),45.42891409999999,-75.6974462,1420516173
1186,POINT (-75.7246522 45.336291499999994),45.336291499999994,-75.7246522,477116973
1202,POINT (-75.7062627 45.42005169999998),45.42005169999998,-75.7062627,901058024
1223,POINT (-75.7690646 45.371071699999995),45.371071699999995,-75.7690646,1473514630
1224,POINT (-75.7727008 45.3693548),45.3693548,-75.7727008,899953200
1225,POINT (-75.75021054999999 45.37920809999999),45.37920809999999,-75.75021054999999,901019018
1226,POINT (-75.75017955 45.378969549999994),45.378969549999994,-75.75017955,901016645
1237,POINT (-75.7462455 45.27043729999999),45.27043729999999,-75.7462455,2321332135
1250,POINT (-75.6198616 45.36523809999999),45.36523809999999,-75.6198616,901802188
1251,POINT (-75.6194774 45.3652864),45.3652864,-75.6194774,901799590
1252,POINT (-75.6194433 45.36499259999999),45.36499259999999,-75.6194433,901798986
1253,POINT (-75.6198203 45.364945199999994),45.364945199999994,-75.6198203,901808341
1259,POINT (-75.6476265 45.35367449999999),45.35367449999999,-75.6476265,901845597
1260,POINT (-75.6473575 45.35385879999999),45.35385879999999,-75.6473575,901868303
1261,POINT (-75.6471024 45.35375629999999),45.35375629999999,-75.6471024,901844852
1262,POINT (-75.6473752 45.353570899999994),45.353570899999994,-75.6473752,901832917
1270,POINT (-75.7242458 45.33486829999998),45.33486829999998,-75.7242458,901781590
1272,POINT (-75.7239112 45.33464229999999),45.33464229999999,-75.7239112,901788486
1273,POINT (-75.72421010000001 45.334615499999984),45.334615499999984,-75.72421010000001,901793058
1303,POINT (-75.7052157 45.2708617),45.2708617,-75.7052157,2321909688
1304,POINT (-75.7049967 45.27067149999998),45.27067149999998,-75.7049967,901731877
1305,POINT (-75.6672793 45.28073169999999),45.28073169999999,-75.6672793,2229010198
1306,POINT (-75.6669347 45.2807655),45.2807655,-75.6669347,2229010203
1307,POINT (-75.66693010000002 45.28047609999999),45.28047609999999,-75.66693010000002,901723991
1308,POINT (-75.6672858 45.280462199999995),45.280462199999995,-75.6672858,2229010211
1318,POINT (-75.6708708 45.38253209999999),45.38253209999999,-75.6708708,5595537682
1328,POINT (-75.8037273 45.3482104),45.3482104,-75.8037273,899956716
1330,POINT (-75.62168245000001 45.39986774999999),45.39986774999999,-75.62168245000001,901494139
1331,POINT (-75.6214014 45.39987359999999),45.39987359999999,-75.6214014,901498294
1348,POINT (-75.6026958 45.437915699999984),45.437915699999984,-75.6026958,901343451
1349,POINT (-75.6026839 45.43767949999999),45.43767949999999,-75.6026839,904004994
1350,POINT (-75.70629060000002 45.41986149999999),45.41986149999999,-75.70629060000002,901045412
1351,POINT (-75.8350054 45.32530034999998),45.32530034999998,-75.8350054,899848226
1352,POINT (-75.83529195 45.32532214999999),45.32532214999999,-75.83529195,899847952
1362,POINT (-75.6940199 45.425325566666665),45.425325566666665,-75.6940199,901047995
1363,POINT (-75.69337065 45.42558924999999),45.42558924999999,-75.69337065,1416671068
1364,POINT (-75.6933327 45.425401799999996),45.425401799999996,-75.6933327,1416718422
1373,POINT (-75.7000365 45.26908959999999),45.26908959999999,-75.7000365,2228702516
1374,POINT (-75.7000117 45.269488300000006),45.269488300000006,-75.7000117,901726708
1375,POINT (-75.7002514 45.26925909999999),45.26925909999999,-75.7002514,2222080815
1376,POINT (-75.7099919 45.27240129999999),45.27240129999999,-75.7099919,2291987938
