intersection_cluster,geometry,lat,lon
178,POINT (-75.7531866 45.39112449999999),45.39112449999999,-75.7531866
179,POINT (-75.7584829 45.38977719999999),45.38977719999999,-75.7584829
180,POINT (-75.756913 45.39062989999999),45.39062989999999,-75.756913
181,POINT (-75.7508525 45.387246699999984),45.387246699999984,-75.7508525
182,POINT (-75.7554514 45.39479309999997),45.39479309999997,-75.7554514
183,POINT (-75.7562782 45.390085599999985),45.390085599999985,-75.7562782
184,POINT (-75.7632726 45.38677789999999),45.38677789999999,-75.7632726
185,POINT (-75.753778 45.392137099999985),45.392137099999985,-75.753778
186,POINT (-75.7508866 45.39345659999999),45.39345659999999,-75.7508866
187,POINT (-75.6968862 45.42224549999999),45.42224549999999,-75.6968862
188,POINT (-75.6920736 45.40949229999998),45.40949229999998,-75.6920736
189,POINT (-75.68842715 45.43189929999999),45.43189929999999,-75.68842715
190,POINT (-75.6957999 45.41471809999999),45.41471809999999,-75.6957999
191,POINT (-75.6887463 45.42748849999999),45.42748849999999,-75.6887463
192,POINT (-75.7006849 45.4170315),45.4170315,-75.7006849
193,POINT (-75.6899943 45.43375854999999),45.43375854999999,-75.6899943
194,POINT (-75.6944465 45.43276439999999),45.43276439999999,-75.6944465
195,POINT (-75.7160947 45.41145599999999),45.41145599999999,-75.7160947
196,POINT (-75.704722 45.40969209999999),45.40969209999999,-75.704722
197,POINT (-75.6899572 45.426074799999995),45.426074799999995,-75.6899572
198,POINT (-75.6956698 45.42357960000001),45.42357960000001,-75.6956698
199,POINT (-75.7057522 45.4114673),45.4114673,-75.7057522
200,POINT (-75.7012096 45.417655),45.417655,-75.7012096
201,POINT (-75.69433 45.4162123),45.4162123,-75.69433
202,POINT (-75.7111151 45.41903059999999),45.41903059999999,-75.7111151
203,POINT (-75.695498 45.41754419999999),45.41754419999999,-75.695498
204,POINT (-75.6945759 45.419574099999984),45.419574099999984,-75.6945759
205,POINT (-75.69480745 45.42322869999998),45.42322869999998,-75.69480745
206,POINT (-75.708224 45.4156998),45.4156998,-75.708224
207,POINT (-75.69377560000001 45.40880099999999),45.40880099999999,-75.69377560000001
208,POINT (-75.6912326 45.4157222),45.4157222,-75.6912326
209,POINT (-75.6991168 45.4065722),45.4065722,-75.6991168
210,POINT (-75.7039606 45.42090009999999),45.42090009999999,-75.7039606
211,POINT (-75.6955857 45.43411299999999),45.43411299999999,-75.6955857
212,POINT (-75.6894464 45.4254851),45.4254851,-75.6894464
213,POINT (-75.6903157 45.427904099999985),45.427904099999985,-75.6903157
214,POINT (-75.6988338 45.42140599999998),45.42140599999998,-75.6988338
215,POINT (-75.7013284 45.421161899999994),45.421161899999994,-75.7013284
216,POINT (-75.7044218 45.41814699999999),45.41814699999999,-75.7044218
217,POINT (-75.7283698 45.393807399999986),45.393807399999986,-75.7283698
218,POINT (-75.7406269 45.394850399999996),45.394850399999996,-75.7406269
219,POINT (-75.7486298 45.3976927),45.3976927,-75.7486298
220,POINT (-75.7459497 45.39884229999999),45.39884229999999,-75.7459497
221,POINT (-75.6900926 45.431186799999985),45.431186799999985,-75.6900926
222,POINT (-75.6990653 45.41853239999999),45.41853239999999,-75.6990653
223,POINT (-75.7077703 45.414938099999986),45.414938099999986,-75.7077703
224,POINT (-75.6882856 45.42672429999999),45.42672429999999,-75.6882856
225,POINT (-75.695101 45.42017909999999),45.42017909999999,-75.695101
226,POINT (-75.7331308 45.401723899999986),45.401723899999986,-75.7331308
227,POINT (-75.6965359 45.424026899999994),45.424026899999994,-75.6965359
228,POINT (-75.7038581 45.4122761),45.4122761,-75.7038581
229,POINT (-75.6910316 45.412408599999985),45.412408599999985,-75.6910316
230,POINT (-75.6974019 45.422849),45.422849,-75.6974019
231,POINT (-75.7339404 45.39926219999999),45.39926219999999,-75.7339404
232,POINT (-75.72883780000001 45.41066024999999),45.41066024999999,-75.72883780000001
233,POINT (-75.7265984 45.4020412),45.4020412,-75.7265984
234,POINT (-75.7467117 45.39523259999999),45.39523259999999,-75.7467117
235,POINT (-75.7117413 45.41146509999999),45.41146509999999,-75.7117413
236,POINT (-75.7306446 45.39758590000001),45.39758590000001,-75.7306446
237,POINT (-75.7017497 45.4149575),45.4149575,-75.7017497
238,POINT (-75.6920002 45.41982404999999),45.41982404999999,-75.6920002
239,POINT (-75.7246497 45.3933698),45.3933698,-75.7246497
240,POINT (-75.6923573 45.417017999999985),45.417017999999985,-75.6923573
241,POINT (-75.6922767 45.4302483),45.4302483,-75.6922767
242,POINT (-75.6969696 45.4285597),45.4285597,-75.6969696
243,POINT (-75.70277760000002 45.4161723),45.4161723,-75.70277760000002
244,POINT (-75.6970684 45.41937019999998),45.41937019999998,-75.6970684
245,POINT (-75.7049648 45.418764299999985),45.418764299999985,-75.7049648
246,POINT (-75.691792 45.4163671),45.4163671,-75.691792
247,POINT (-75.7326955 45.4067203),45.4067203,-75.7326955
248,POINT (-75.6940522 45.41897079999999),45.41897079999999,-75.6940522
249,POINT (-75.7075189 45.41070419999999),45.41070419999999,-75.7075189
250,POINT (-75.6956377 45.42701609999998),45.42701609999998,-75.6956377
251,POINT (-75.74560930000001 45.39333999999999),45.39333999999999,-75.74560930000001
252,POINT (-75.7023826 45.41902659999999),45.41902659999999,-75.7023826
253,POINT (-75.6945871 45.43011709999998),45.43011709999998,-75.6945871
254,POINT (-75.6909416 45.41852159999998),45.41852159999998,-75.6909416
255,POINT (-75.6880815 45.428716299999984),45.428716299999984,-75.6880815
256,POINT (-75.6985518 45.41447499999999),45.41447499999999,-75.6985518
257,POINT (-75.6891033 45.42644319999999),45.42644319999999,-75.6891033
258,POINT (-75.6989751 45.411653799999996),45.411653799999996,-75.6989751
259,POINT (-75.7072165 45.4039501),45.4039501,-75.7072165
260,POINT (-75.6876049 45.41464789999999),45.41464789999999,-75.6876049
261,POINT (-75.7262247 45.39601659999999),45.39601659999999,-75.7262247
262,POINT (-75.6965578 45.4292748),45.4292748,-75.6965578
263,POINT (-75.6889524 45.43251244999999),45.43251244999999,-75.6889524
264,POINT (-75.7018846 45.418434799999986),45.418434799999986,-75.7018846
265,POINT (-75.6963601 45.42163829999999),45.42163829999999,-75.6963601
266,POINT (-75.7084332 45.394222499999984),45.394222499999984,-75.7084332
267,POINT (-75.7282912 45.39941859999998),45.39941859999998,-75.7282912
268,POINT (-75.7119968 45.409041599999995),45.409041599999995,-75.7119968
269,POINT (-75.7082797 45.402894599999996),45.402894599999996,-75.7082797
270,POINT (-75.7250731 45.403335899999995),45.403335899999995,-75.7250731
271,POINT (-75.7298569 45.40198449999999),45.40198449999999,-75.7298569
272,POINT (-75.700516 45.402443399999996),45.402443399999996,-75.700516
273,POINT (-75.69745100000002 45.41316969999999),45.41316969999999,-75.69745100000002
274,POINT (-75.7007992 45.42055719999998),45.42055719999998,-75.7007992
275,POINT (-75.7126442 45.41293459999998),45.41293459999998,-75.7126442
276,POINT (-75.694272 45.4094129),45.4094129,-75.694272
277,POINT (-75.6935196 45.41835699999999),45.41835699999999,-75.6935196
278,POINT (-75.6877346 45.42342289999999),45.42342289999999,-75.6877346
279,POINT (-75.7370419 45.39862629999998),45.39862629999998,-75.7370419
280,POINT (-75.7025599 45.4059662),45.4059662,-75.7025599
281,POINT (-75.7316256 45.40492460000001),45.40492460000001,-75.7316256
282,POINT (-75.7036745 45.40788909999998),45.40788909999998,-75.7036745
283,POINT (-75.6997545 45.419356199999996),45.419356199999996,-75.6997545
284,POINT (-75.7059895 45.41747639999998),45.41747639999998,-75.7059895
285,POINT (-75.6993525 45.422003999999994),45.422003999999994,-75.6993525
286,POINT (-75.68744755 45.41136429999999),45.41136429999999,-75.68744755
287,POINT (-75.6908363 45.407331799999994),45.407331799999994,-75.6908363
288,POINT (-75.690194 45.4114425),45.4114425,-75.690194
289,POINT (-75.6896551 45.427104599999986),45.427104599999986,-75.6896551
290,POINT (-75.6958388 45.4079391),45.4079391,-75.6958388
291,POINT (-75.71055590000002 45.40948969999999),45.40948969999999,-75.71055590000002
292,POINT (-75.7216421 45.4013991),45.4013991,-75.7216421
293,POINT (-75.696364 45.41536899999999),45.41536899999999,-75.696364
294,POINT (-75.6932062 45.41491639999999),45.41491639999999,-75.6932062
295,POINT (-75.6891698 45.404391499999996),45.404391499999996,-75.6891698
296,POINT (-75.7065247 45.4180982),45.4180982,-75.7065247
297,POINT (-75.7395037 45.398129399999995),45.398129399999995,-75.7395037
298,POINT (-75.68753720000001 45.42801669999999),45.42801669999999,-75.68753720000001
299,POINT (-75.69660694999999 45.395684149999994),45.395684149999994,-75.69660694999999
300,POINT (-75.7048224 45.41615639999999),45.41615639999999,-75.7048224
301,POINT (-75.7186852 45.4103784),45.4103784,-75.7186852
302,POINT (-75.696536 45.4187563),45.4187563,-75.696536
303,POINT (-75.6875922 45.401657099999994),45.401657099999994,-75.6875922
304,POINT (-75.68732755 45.43061949999999),45.43061949999999,-75.68732755
305,POINT (-75.6897942 45.41719519999999),45.41719519999999,-75.6897942
306,POINT (-75.7238948 45.404551999999995),45.404551999999995,-75.7238948
307,POINT (-75.7115524 45.41890639999999),45.41890639999999,-75.7115524
308,POINT (-75.6978887 45.41038089999998),45.41038089999998,-75.6978887
309,POINT (-75.7088 45.403747999999986),45.403747999999986,-75.7088
310,POINT (-75.72679215 45.396932699999994),45.396932699999994,-75.72679215
311,POINT (-75.7074086 45.414321499999986),45.414321499999986,-75.7074086
312,POINT (-75.7002582 45.41994129999999),45.41994129999999,-75.7002582
313,POINT (-75.7054911 45.40105069999999),45.40105069999999,-75.7054911
314,POINT (-75.7290334 45.406008500000006),45.406008500000006,-75.7290334
315,POINT (-75.6928213 45.43086539999998),45.43086539999998,-75.6928213
316,POINT (-75.6915052 45.4191891),45.4191891,-75.6915052
317,POINT (-75.6881439 45.41231169999998),45.41231169999998,-75.6881439
318,POINT (-75.6958069 45.41125009999998),45.41125009999998,-75.6958069
319,POINT (-75.6903645 45.417855799999984),45.417855799999984,-75.6903645
320,POINT (-75.7343319 45.40375439999999),45.40375439999999,-75.7343319
321,POINT (-75.7095214 45.4006239),45.4006239,-75.7095214
322,POINT (-75.6958572 45.42105029999999),45.42105029999999,-75.6958572
323,POINT (-75.702913 45.41964839999998),45.41964839999998,-75.702913
324,POINT (-75.6960333 45.428667),45.428667,-75.6960333
325,POINT (-75.6936022 45.41216059999999),45.41216059999999,-75.6936022
326,POINT (-75.7291265 45.40077169999999),45.40077169999999,-75.7291265
327,POINT (-75.7319539 45.399742799999984),45.399742799999984,-75.7319539
328,POINT (-75.7001922 45.41642449999998),45.41642449999998,-75.7001922
329,POINT (-75.6999086 45.42264529999999),45.42264529999999,-75.6999086
330,POINT (-75.7423522 45.400356299999984),45.400356299999984,-75.7423522
331,POINT (-75.6979537 45.42349479999998),45.42349479999998,-75.6979537
332,POINT (-75.708726 45.39930519999999),45.39930519999999,-75.708726
333,POINT (-75.700632 45.413609599999994),45.413609599999994,-75.700632
334,POINT (-75.7083748 45.40584899999999),45.40584899999999,-75.7083748
335,POINT (-75.7021985 45.40532625),45.40532625,-75.7021985
336,POINT (-75.6895885 45.413824),45.413824,-75.6895885
337,POINT (-75.7119389 45.404632),45.404632,-75.7119389
338,POINT (-75.6940632 45.429487399999985),45.429487399999985,-75.6940632
339,POINT (-75.69766870000001 45.397546449999986),45.397546449999986,-75.69766870000001
340,POINT (-75.718222 45.40257589999999),45.40257589999999,-75.718222
341,POINT (-75.7067548 45.41319199999998),45.41319199999998,-75.7067548
342,POINT (-75.6915501 45.40857479999999),45.40857479999999,-75.6915501
343,POINT (-75.68899825 45.429823649999996),45.429823649999996,-75.68899825
344,POINT (-75.7034146 45.42025429999998),45.42025429999998,-75.7034146
345,POINT (-75.6952438 45.4140626),45.4140626,-75.6952438
346,POINT (-75.7054505 45.40711829999999),45.40711829999999,-75.7054505
347,POINT (-75.6911182 45.428854099999995),45.428854099999995,-75.6911182
348,POINT (-75.7103335 45.40196559999999),45.40196559999999,-75.7103335
349,POINT (-75.6983053 45.420796599999996),45.420796599999996,-75.6983053
350,POINT (-75.69383595 45.389936549999994),45.389936549999994,-75.69383595
351,POINT (-75.6884469 45.41562569999999),45.41562569999999,-75.6884469
352,POINT (-75.6917394 45.42961309999999),45.42961309999999,-75.6917394
353,POINT (-75.6985455 45.41792359999999),45.41792359999999,-75.6985455
354,POINT (-75.69284 45.41084359999999),45.41084359999999,-75.69284
355,POINT (-75.7055307 45.3828798),45.3828798,-75.7055307
356,POINT (-75.709726 45.40529029999998),45.40529029999998,-75.709726
357,POINT (-75.6915095 45.38696715),45.38696715,-75.6915095
358,POINT (-75.7054685 45.416897899999995),45.416897899999995,-75.7054685
359,POINT (-75.69925966666666 45.433734433333335),45.433734433333335,-75.69925966666666
360,POINT (-75.7018936 45.42180729999999),45.42180729999999,-75.7018936
361,POINT (-75.7086887 45.41033939999999),45.41033939999999,-75.7086887
362,POINT (-75.7085954 45.4163461),45.4163461,-75.7085954
363,POINT (-75.7336158 45.40825179999999),45.40825179999999,-75.7336158
364,POINT (-75.6894627 45.4105991),45.4105991,-75.6894627
365,POINT (-75.6883894 45.403025799999995),45.403025799999995,-75.6883894
366,POINT (-75.72056610000001 45.406483099999996),45.406483099999996,-75.72056610000001
367,POINT (-75.703922 45.417559099999984),45.417559099999984,-75.703922
368,POINT (-75.7243544 45.40797099999999),45.40797099999999,-75.7243544
369,POINT (-75.7032886 45.416792699999995),45.416792699999995,-75.7032886
370,POINT (-75.6895933 45.40515039999999),45.40515039999999,-75.6895933
371,POINT (-75.6948764 45.42728989999999),45.42728989999999,-75.6948764
372,POINT (-75.7076985 45.401933899999996),45.401933899999996,-75.7076985
373,POINT (-75.6977922 45.420204899999995),45.420204899999995,-75.6977922
374,POINT (-75.7011634 45.4090143),45.4090143,-75.7011634
375,POINT (-75.6905947 45.431819499999996),45.431819499999996,-75.6905947
376,POINT (-75.6890485 45.41323869999999),45.41323869999999,-75.6890485
377,POINT (-75.6915546 45.4130116),45.4130116,-75.6915546
378,POINT (-75.6924121 45.42421129999999),45.42421129999999,-75.6924121
379,POINT (-75.7115772 45.41915699999998),45.41915699999998,-75.7115772
380,POINT (-75.6975099 45.41670009999999),45.41670009999999,-75.6975099
381,POINT (-75.6940521 45.42630859999999),45.42630859999999,-75.6940521
382,POINT (-75.6994303 45.4097361),45.4097361,-75.6994303
383,POINT (-75.7142058 45.4083824),45.4083824,-75.7142058
384,POINT (-75.6963024 45.42421139999998),45.42421139999998,-75.6963024
385,POINT (-75.7186479 45.3750993),45.3750993,-75.7186479
386,POINT (-75.7013581 45.378823399999995),45.378823399999995,-75.7013581
387,POINT (-75.6470016 45.418665499999996),45.418665499999996,-75.6470016
388,POINT (-75.65069944999999 45.42128899999999),45.42128899999999,-75.65069944999999
389,POINT (-75.63042540000001 45.411847449999996),45.411847449999996,-75.63042540000001
390,POINT (-75.63374293333332 45.41779899999998),45.41779899999998,-75.63374293333332
391,POINT (-75.635586 45.42122509999999),45.42122509999999,-75.635586
392,POINT (-75.64548245 45.411599249999995),45.411599249999995,-75.64548245
393,POINT (-75.6346323 45.41931689999999),45.41931689999999,-75.6346323
